id_reclamo,distancia_centro_km,conexiones_afectadas,calificacion_atencion
E2D9F43E577564C,64.06,33.0,2.7
F0C6B7221B3E828,29.76,46.0,2.7
24F00042FD82919,61.28,83.0,4.4
B5499C9FF771A29,55.96,124.0,5.0
A9CFAA6D6A2DDC1,60.07,20.0,4.5
A65191E26F20811,15.95,15.0,4.5
49F6C3F22E6602F,46.14,12.0,4.7
25151EEDAFDBF72,26.04,62.0,4.0
37FC925E3BF1045,63.21,102.0,4.6
76192D540DAB559,7.84,6.0,4.7
611EBF739D1024D,0.4,7.0,3.3
EB00FC4388590F7,3.09,58.0,4.1
CC419F98152C598,87510.0,151.0,4.6
1E0392DF1B5E4B9,55.36,7.0,4.2
811F6A94ED74E2D,56.32,24.0,5.0
0AD89E06F4237DE,41.02,47.0,4.4
CEFE52E1E627C7A,15.66,15.0,4.5
E9FF29F50FC9F06,5.8,26.0,4.8
8A566E26F79F911,4.53,34.0,4.6
88786E15B78892C,52.68,9.0,4.7
4A7B96741B86179,59.0,12.0,4.2
53A1945932E6FEE,58.1,670.0,5.0
E478A076BB1149A,10.04,,3.0
B99FAA645C1FCF1,6.2,37.0,4.3
0E62155F47C91D8,44.91,62.0,
909E85C3576FD5A,51.86,25.0,1.5
5EDE4B4348EBBE1,67.67,164.0,4.3
A1962366432D677,35.48,81.0,4.5
56986E1073E71EA,42.02,7.0,4.4
4A85D8028D49756,2.86,63.0,4.6
6ABEBD97D398835,49.06,186.0,4.5
E703BA29A89FC0B,1.99,100.0,3.7
3E5435461D59AA4,7.89,72.0,4.6
B7F6AA5541E5073,11.28,6.0,4.5
B01AA51C33983A8,70.94,26.0,4.0
F096C4F793101F2,6.62,61.0,4.0
461B4CB71CF3A15,9.7,73.0,4.4
3B9936B15CB2297,10.53,25.0,2.6
BDDD6FB6C15CEFA,31.04,50.0,3.4
52E03EFA75942FC,44.89,36.0,4.4
B14B53F079E500C,0.4,34.0,4.8
096DE99428403AC,62.33,76.0,3.8
A482023185A695A,11.9,11.0,4.8
4613B3B96716758,7.68,117.0,4.2
E4B235208E2D07C,0.4,69.0,3.9
DB2CCB3D8BF932E,27.8,8.0,
ABE13ACF0ED8982,52.0,40.0,4.6
C7A4C6DE6F87A13,41.5,9.0,
FE5F5B074957A6D,0.4,12.0,4.1
05976E8530BD014,14.95,,
9C1E4174CC71173,90.08,129.0,4.5
5F9EC70F9DDDB62,14.38,27.0,5.0
7472B3F5440CF20,27.4,53.0,5.0
D2C37AAFD4AB4DE,44.86,27.0,3.0
4A8ACFA717490D8,34.14,15.0,4.5
7C796425E25A84E,50.69,63.0,4.3
55F562B1C5F9B61,16.07,16.0,4.9
D60C6EB88BFD70D,1.85,239.0,2.8
94AFAF7039A33C8,14.25,25.0,4.3
E014CC105A6C6B5,61.79,90.0,2.6
4C49A560545B0D8,37.53,28.0,3.7
5464D5DB4085EA1,83.52,36.0,5.0
68F95EE77364121,54.89,44.0,4.3
2CBA5CCAB29C313,57.99,28.0,
EF73FBAF0273BC0,4.06,3.0,2.0
B10806E71383AA1,68.92,128.0,4.9
F819542127B9CFD,57.76,50.0,4.2
6775769BC475173,106.4,43.0,5.0
93BE4BF4C4DFBE9,68.96,140.0,4.9
06B9F44593A311A,60.66,6.0,3.6
07F772257A87FB8,56.54,185.0,4.8
59959A427710EB1,1.98,,4.3
E4FACECFDD323F6,56.91,6.0,5.0
680144734E6684D,20.14,23.0,
0A8738508FA57F9,34.91,7.0,5.0
207B8ACBA2620E3,25.17,97.0,
1A4C9DE72197B34,53.45,53.0,4.1
28A66C2559FE991,13.34,4.0,4.8
E7E4D3CA62E87F2,60.96,11.0,3.7
52B2A52E29E5AEA,74.84,58.0,4.3
3423DBF28FE93FF,0.4,54.0,4.6
3040EDBEB88BEA0,4.74,,4.8
453E45A578082BF,11.63,80.0,3.5
FCE1DDDCD24ECE4,18.05,59.0,4.7
3D98BDE35ECB6EF,35.72,11.0,4.3
0347FC2FC7747FC,3.93,10.0,4.6
C13C5DF904023D0,4.5,41.0,4.8
8F70B690AF948DD,19.25,10.0,4.7
98A92271D2F61DA,26.83,30.0,5.0
5E8D9E63DF432B5,37.8,23.0,4.7
A3354A202425E3E,22.4,63.0,
8F0ED0F9CC4C7FA,13.96,20.0,4.8
0882BC38413700C,0.4,57.0,4.6
43908B886A16088,9.49,70.0,4.1
56CBB58CF7403FF,46.36,18.0,4.8
DCDCD8ED47868C0,31.64,46.0,4.5
15AF6ACCB52DC10,40.43,83.0,4.0
DE2221851D00078,0.4,29.0,4.7
4931B58B3B4EFEB,14.31,27.0,
77098EDADC85A7A,0.4,7.0,2.9
D062E5A181EA7C9,1.81,,4.4
A01DF0311BDBC0F,48.76,24.0,
661858CC35E0AEC,0.4,,5.0
D71C7F0C652F3F6,43.96,40.0,
F3B3D94CF83425C,8.79,52.0,3.6
665409457219D4E,0.4,16.0,4.6
24F6FDA1CB16CAE,1.9,20.0,4.9
26800DB84F9F012,54.74,2.0,4.0
8777D03974F98F4,33.98,19.0,5.0
1FD4256A389103D,9.95,164.0,
14773D705E4F6E4,10.34,45.0,2.9
D3914006D2CFB1F,67.23,444.0,4.4
E487C97EA38BCCB,31.04,21.0,5.0
E3AD7845ED9BFDB,50.18,18.0,4.1
E8443094702CA6D,6.57,4.0,5.0
42740B0B9F4A7F3,0.88,35.0,4.4
FCCD9907E929C0F,30.15,31.0,3.7
27AB801294D725F,2.61,38.0,4.4
6747C892D2ED9F0,15.8,26.0,3.5
FA563709A3AECB8,36.76,27.0,4.3
A7BAD9D8F5FA59B,2.64,23.0,5.0
DEE4D6B68ACC012,69.28,20.0,3.7
0E1166324042848,4.51,,3.8
306FAC356D511AD,6980.0,6.0,5.0
C4A97C69E317602,12.88,177.0,
B1B3ECFAF0C5D56,83.58,19.0,4.1
EF83C9EAE5FA0FD,3.84,21.0,4.2
23E8816E4C3A211,26.41,22.0,4.7
A8F891709F9238D,5.65,30.0,3.7
770A875316D49D6,46.81,15.0,4.5
87001539ED5C1E6,2.75,129.0,4.5
114C720074FAEA9,12.16,32.0,
36A192EE6E7E343,10.44,4.0,2.3
DCFF74416D47D31,53.32,17.0,5.0
9073F0ABC3FD66D,17.75,28.0,4.0
F1F2EAE64418254,17.96,18.0,4.1
8566098371CD10F,55.64,5.0,5.0
EB2918EB1326D45,48.89,21.0,3.8
814536E842EC893,1.37,12.0,5.0
887511CC989C79B,3.07,13.0,5.0
FE8A19FC95D568B,53.66,37.0,4.0
F9F9A2805D8BE8C,17.15,,4.9
73110460B8C349C,0.4,9.0,
4E24458F2F55CAC,46.62,61.0,4.9
62EB37561A08EB0,66.62,103.0,3.4
84E3EE476827E77,0.4,76.0,4.6
E3CE7AD03E61A07,7.58,121.0,4.2
B1AF70A88D9FC54,65.0,21.0,
75A2500937DA7AF,0.4,28.0,4.8
EE06834DA433E76,66.94,9.0,5.0
91E533AD180A339,56.19,12.0,5.0
D634D5CAF7C4DCC,7.92,13.0,4.7
EFC557A12B06D1E,58.17,52.0,4.7
8794D0AA617435C,33.85,113.0,3.6
4996C8C40902BDF,2750.0,17.0,4.0
AD1088157244670,0.4,36.0,5.0
2CBFE01CC4AAD97,46.28,7.0,4.7
D7DC3B6E48B2D27,0.4,31.0,5.0
217E8884A1523C2,79.3,12.0,3.3
FB41CDEF9BFC6C2,10.02,36.0,3.8
1332A385C09B611,0.4,5.0,
D8AD93E2B445F4F,21.7,19.0,2.0
998B4CD4C6D5D9B,62.56,9.0,4.6
6AD2C6BF12A7B5E,11.92,123.0,
27CAEC04E86105F,35.81,50.0,4.1
25E54985659BA63,38.93,20.0,5.0
BF7A55E85B9A2DE,58.54,40.0,4.6
E8D06912F7C4160,13.48,101.0,4.6
2B15E8F2C3A6B81,0.4,14.0,4.4
82187159A72C08A,5.38,10.0,5.0
420D9E25B947C29,9.5,15.0,4.2
DE4530953873B5C,24.72,76.0,4.9
66075D114A2BB1E,31.78,185.0,3.9
E8B3E12FA12CB5A,0.4,24.0,3.5
0670BA3EACC36B3,61.33,45.0,4.5
D669E21C350045F,18.25,10.0,3.8
CBE8505372AABCD,97.41,66.0,5.0
606A4685BC8E09B,84.86,17.0,4.4
E4653FF9650AABE,11.58,85.0,3.1
E6D21B663EA5604,78.74,60.0,4.6
5D7D7E0DA62F2B5,2.79,34.0,5.0
B502694AA80BFEF,68.2,28.0,5.0
484EAB1D719141D,28.61,41.0,4.0
4693ADC8EE60A24,1.91,35.0,4.4
011D5FD310604E0,30.57,21.0,4.9
8C13DB61368AC34,21.7,44.0,4.6
3915E1219D122C4,81.89,42.0,4.4
0472B0BA4DA58D2,0.4,17.0,4.7
4D5C117EB32EC99,53.5,22.0,
6C4A05A2B6C4F6D,0.4,25.0,5.0
4BCD38B8621381E,12.07,18.0,4.3
09A45F63F59E7FD,84.24,37.0,5.0
C2C9EBB502895CE,18.81,6.0,
18223E20E864707,38.95,8.0,3.2
D1EB3250098434A,63.76,26.0,5.0
6665D7F6A90E5DA,2.81,42.0,4.0
C91E54F91B4CCE0,43.48,9.0,3.2
46123CE588C5117,60.56,19.0,3.5
7D489D659944757,85.48,11.0,3.0
18DE453F49FE46D,0.44,337.0,5.0
208E28756ACD1F5,68.11,11.0,3.8
FBC318AFC0FD8D2,41.69,58.0,4.5
0CE1B30DA346529,79.4,10.0,2.9
CC3CB20C0F038F4,68.06,89.0,4.6
9220A289FCB1C45,37.31,18.0,4.6
627D19E36842D1B,14.74,127.0,1.9
03F34B9576D91FA,25.74,56.0,2.6
E8F27BF4EE01653,74.0,14.0,4.4
529C91D261EE804,17.81,9.0,3.3
072471B3006530E,51.92,39.0,4.8
EF8EF6CF913A416,67.53,26.0,4.7
2E917805D2AA9C1,20.63,181.0,3.7
74DF5D0787C7DC4,5.92,10.0,4.7
0319DA7B5696F8E,28.3,49.0,4.3
8C81B95D1728E6A,69.03,32.0,2.5
E5A21FD22C43F75,0.4,12.0,4.7
1A3CFC8E9AB85EA,14.55,9.0,3.9
4EA8C1A339C67C4,13.31,13.0,4.2
877B69481C7CA43,0.4,28.0,5.0
403602F932EDF33,89.47,9.0,4.6
FEF47A94B2FC80E,18.4,5.0,5.0
76E3541A07447C8,9.74,132.0,3.7
3FD226B279E002F,10.12,,4.6
C557BC5A4240FAD,28.98,17.0,4.3
F8906E975D27A62,90.76,12.0,4.2
6312BE1C8D7C83C,45.32,,3.0
BEE022E25759136,5.88,12.0,5.0
F7EBF45DD22BE19,56.4,9.0,4.6
96503B143604EFE,7.5,20.0,5.0
CC51114F958C7AF,3.53,44.0,4.0
C33B540C1D22031,40.26,106.0,4.8
CA853BEE1CF8E66,61.76,6.0,3.8
EA9C71B32F057FC,16.57,50.0,3.9
760A6DCE7E9A324,61.39,10.0,4.6
18A1AA4A57E7C0A,61.32,59.0,4.5
D53A90585640602,23.76,24.0,2.7
8950EDB14A75C21,51.78,26.0,5.0
7B7E7E5DF242F03,61.93,33.0,5.0
AAC2729BBF4992E,12.62,7.0,4.3
A8AB87089A148B5,0.4,39.0,4.9
2D586CE4C7B9DB0,58.26,24.0,4.5
B32179F034FD27C,10.48,49.0,5.0
3384619903E9E82,7.06,21.0,4.1
83E4435EB9492EE,29.69,21.0,3.3
77CBFB243A0B962,0.4,55.0,5.0
92BF7CFEC05975E,66.75,7.0,4.7
6A6C932A60D5965,6.93,,4.8
213FCFD8023735C,3.78,20.0,4.8
4846FB1BCA35FEF,69.1,67.0,3.8
AB01092CF664B8F,54.53,20.0,3.2
CA1C1B6A11D2821,1.61,8.0,4.5
3AA5F9986A6F7A0,59.63,13.0,4.4
280D831F7A99910,27.12,28.0,4.7
E85406EF92D3799,0.64,14.0,
2A339EE6705DEE2,40.65,30.0,5.0
E476B921BB4E885,69.5,24.0,4.6
BDB8E3A7368F24F,21.41,93.0,4.5
A597FB44F9A2207,59.38,74.0,3.9
A09CD76872F1AB5,16.97,43.0,
7F017CB34B9F0A1,12.8,31.0,
AFBB16925BA4D04,67.62,,
B2863E112CE31C7,0.75,19.0,4.8
70ED2FBAA83C70A,62.34,14.0,4.7
243EC722CBEA269,6.21,80.0,3.7
72BB986976F34C3,0.4,24.0,4.7
5F42F47A669FB66,13.32,,4.6
5728E882DC9974D,63.17,27.0,4.7
195F4B52A092D5C,0.64,2.0,4.0
CE178673750EA4F,36.85,62.0,4.6
E53CD5FBC2C73E8,49.06,,5.0
0F2AEA0CF132DC3,66.76,13.0,5.0
ADFA9971DEAAC97,46.35,56.0,4.4
6F16880AFD57681,0.4,15.0,4.2
9166A26672C0B89,2.55,29.0,4.5
B3AD4F081C8810D,83.56,62.0,4.2
6B1A1FB6507D0B0,53.02,43.0,4.1
3020E75BEED7EBF,72.2,12.0,4.0
DE419195D07D3CB,0.4,21.0,4.0
72AEA4336560C9A,63.46,24.0,5.0
81BAB8C4F860D6C,72.89,15.0,5.0
83C7050BD19A979,76.43,33.0,4.2
B66366E4151A01B,0.4,58.0,4.0
D487F3D38999795,83.33,16.0,3.0
56DAC0DFDC8A688,0.4,31.0,4.6
9E1A30CA5EC753B,80.13,60.0,5.0
1C116C51C012427,37.11,21.0,4.0
799594ADC0C20B2,0.4,52.0,4.2
3ECAA2B55720B73,53.25,158.0,2.4
0D64E9C53B675A9,0.61,82.0,
7F43A5C490A1045,13.42,69.0,4.4
9466CF3A93D74B6,63.63,28.0,4.5
55B0D32608D9CA5,0.4,11.0,5.0
31CBD0F6179DA02,35.86,25.0,
C8ECDCA4265CD3E,5.26,39.0,4.8
2CE797281CDDF80,3.55,19.0,3.9
DDDC8DDBACB8CFB,0.4,7.0,4.9
A6D97924B644331,45.18,10.0,5.0
DB5F0E74E461953,0.4,19.0,4.6
FEA4AC9D8C98128,70.45,10.0,3.3
68B9220B6BD936D,39.73,16.0,4.6
2A24DE449F77AE9,0.4,28.0,4.1
FD94ADAD8C4B8C4,33.26,12.0,4.3
32B6AFE8EB82895,11.41,17.0,4.3
4798B51A4C9F2EE,68.45,111.0,4.5
937288CED263006,7980.0,7.0,4.6
B59F142AE311F86,0.4,55.0,4.8
E2BC267F3847C6B,18.41,48.0,4.3
7F99761B79FACB1,66.72,25.0,
08A1B2AEBB4CD97,37.88,224.0,4.3
AC2DCCB80C56D70,9.9,14.0,5.0
ABCE1A551856277,61.51,25.0,
306A93F87E13E26,2.74,36.0,4.5
5F03B851F3F0315,41.87,42.0,4.4
27F36728D853F9D,22.21,,3.0
353794ADABBF29F,6.54,140.0,4.3
7D9D02E8BD50324,80.8,14.0,4.5
210EA082541C24E,64.7,,
7782AAFD0EB9D5F,15.45,23.0,1.5
C4A8E959F341915,11.44,25.0,4.4
CB7578347165602,5.57,51.0,3.5
CF34497BA5CD0D2,78.37,122.0,4.5
A98499D1448001D,60.67,49.0,2.6
993B638A41BC89D,52.61,6.0,3.4
24B2C72ACBEF515,11.34,41.0,2.4
93C40F12BE09A8F,0.4,34.0,5.0
C3E15821D5200D5,23.67,77.0,3.6
1E48D575F6BE866,13.03,16.0,3.9
CC805976E234A1B,3.37,29.0,4.7
2FB78992B53B5DB,3.49,73.0,2.5
904E7C575BED003,0.4,5.0,5.0
4D862B744AFE5C1,0.4,13.0,4.6
55CA8877AB7ADE6,75.6,11.0,4.7
84312BB99256CA6,1.37,64.0,4.4
6638C1E41F0AD19,20.16,11.0,4.1
B5AA989671D1B63,32.11,9.0,4.7
964424B32483DD0,2.74,26.0,
C8E545972EFFAAA,2.06,200.0,4.4
7B04195A3F797E8,9.06,37.0,3.4
1FB9DCE7D1B60FC,6.13,29.0,4.0
96F5D2D7E685BAF,17.39,106.0,1.9
5260401FFCB0129,84.13,49.0,4.4
B09D4B37DDA7798,5.76,32.0,3.1
DCE5C1A38A1F930,46.38,6.0,5.0
F836363F6A334BB,96.47,16.0,4.8
1A5AF7D3B78E5CE,50.89,30.0,4.6
74D1EFC09233B35,1.58,16.0,4.4
771AD1C6E1CD389,9.49,335.0,4.9
06196E28F6C623D,26.46,4.0,5.0
7D15F194E2849FB,62.75,10.0,4.9
9ABD1609DA3F7DA,34.66,,3.7
8EFBDCBF58A4EE1,0.4,14.0,4.4
F36F20B52AD9071,63.64,75.0,4.6
062CE3C050CF792,62.46,11.0,5.0
92C834FAE87A413,37.47,75.0,4.5
5409B060ABD2B57,36.68,131.0,3.7
BFAC420462E59EE,85.8,26.0,5.0
07D287384FAA788,19.61,210.0,
0AEEAD8F79E456D,39.22,322.0,2.5
5DA6824E5698E90,13.77,27.0,2.6
1AA4DBDE7533AEC,63.93,9.0,
945525D572D402B,72.09,13.0,3.7
C6EBB12D805CDAF,0.4,109.0,4.6
710F4FB022EA2B1,23.86,14.0,5.0
AD96A0F60B5B839,23.71,70.0,4.1
9A95401223F31DC,41.4,92.0,3.0
B11D59F4DB3C40A,57.09,24.0,4.4
7053E11699D7D0F,69.62,2.0,
1164EEC404D2B89,47.4,24.0,3.0
1DAFC96ED3ABEFD,68.3,30.0,3.6
D1DD5F25B348AAA,37.46,12.0,1.3
A633881572F43B6,12.62,26.0,4.5
9D8F4F1523D67DE,14.31,,4.0
BEA7DBDD1EC2249,0.4,46.0,5.0
F2D634F10F5DA28,38.27,10.0,4.2
74EA29C6B71E558,55.71,68.0,
314E9CC13A12180,0.4,7.0,5.0
F3C077D185A580F,34.74,20.0,4.2
73C9FC9ABE1AC32,69.45,38.0,4.4
DA0ACF36469D55A,61.59,23.0,4.7
4BF6857A1600835,0.4,17.0,5.0
2730D5A0A1ED90F,12.98,43.0,3.7
68D7E9B1CEAAA73,9.26,31.0,4.7
6ABEA12C220A391,0.4,14.0,5.0
B868DFAED5F4625,3.25,10.0,2.2
44141FC2A4445B0,59.13,48.0,
122DB4C052DC485,33.36,21.0,5.0
D5D23DE3B146631,43.38,84.0,4.2
7495B828E86E1AF,0.4,5.0,4.0
C272C518BA7C371,7.92,12.0,5.0
BC71B2FC08369E3,36.16,4.0,5.0
2818A9475762AF8,10.72,48.0,4.2
0E35C87224BDDD8,74.17,15.0,
E09F71CD7D3A67F,19.92,57.0,4.5
4F83D88928BE817,11.24,53.0,4.5
392BB40BD13B7CA,5.35,22.0,4.8
11AAF1DD7AA6131,4.56,7.0,4.7
C21AEEEAE6297F1,15.35,,
07855D4242111B1,58.35,22.0,5.0
7CC43D4100752AF,6.22,9.0,4.5
DACB2E9F8DA99F8,52.74,10.0,4.4
7E43820082F15E4,91.31,15.0,
B86FE84579222DE,38.11,98.0,
0406ABBF4810F1D,71.81,33.0,4.4
6768907133AEAEB,10.84,6.0,4.9
CEC4C615EC093A0,9.48,300.0,4.4
AEB6A238BA70AEC,0.4,59.0,3.8
E9963E1A97A16C3,8.5,19.0,3.8
4D36C71F0A0CB72,55.39,8.0,4.6
E8216DC064D0BE0,8.2,16.0,5.0
66F785B1FF8C1CE,0.4,22.0,5.0
5DAE1F3CA276078,14.92,,4.2
8169B56368E9237,0.4,104.0,4.4
6C05F759E6A3718,105.98,41.0,1.9
D7D8ACE8F7BA1E3,67.1,3.0,4.1
F04F9655BD8DD0E,51.86,31.0,
DC2102AF5CBB822,53.61,16.0,
9C48602E7906E76,64.01,28.0,4.3
AFBDF181F3C97AC,75.65,19.0,4.6
E762966F070B9A7,9.84,69.0,
8539E4FEE5E0CC6,1.79,24.0,3.5
8E4D3038BA184BF,0.7,17.0,4.8
A2A47C8E1A37883,64.49,34.0,3.8
C8EF7DFC04639C6,69.62,29.0,
37C260119217EF0,23.55,26.0,1.0
F035A6FDD83CB60,18.87,18.0,
8BEAEFA92F7B938,52.84,68.0,3.7
7BFAAF88F811FF4,66.66,68.0,5.0
13B13870E70AA95,46.62,,3.5
48D6A1466C2E1CE,60.95,8.0,4.5
51530B4140C9CBA,20.9,17.0,3.1
FBF09140D00D291,14.63,18.0,2.6
9F2F2E38923B940,48.28,174.0,4.6
FE87A916806E437,87.5,70.0,3.8
B33C5947ACAF05E,68.83,76.0,4.1
48C48B6BE2CA287,57.47,10.0,2.5
F7DD1B49BE1DD70,5.61,36.0,
40AC5517207DE85,14.53,5.0,4.0
125B59AA5B90CF8,51.61,6.0,4.7
DAEE5FB40A40D84,4.38,4.0,3.7
FF79F71D4C46991,24.68,10.0,5.0
627595F88375E40,13.46,18.0,4.1
B7E98F45D35B8BB,30.06,36.0,5.0
C18664509697856,70.02,89.0,4.8
1A20253D1F90810,29.56,31.0,3.4
F38D1BBAA39718D,42.79,23.0,5.0
24A61F66881A64D,78.13,159.0,4.8
E189FB8A252C6A9,26.8,95.0,4.9
E4F082C79E99925,7.11,60.0,5.0
33779845FBB5127,55.36,15.0,
886EC5B9D99B49D,6.2,13.0,4.6
A1BE47AE31552F9,41.12,59.0,4.0
45448C78E7BB605,66.4,26.0,3.6
3FD27FDABEAAC79,58.73,47.0,4.2
2998F2284F7D2DC,10.3,160.0,
92AEFEE0D2EF02C,0.4,100.0,
FA01A7873FEDE4F,52.29,29.0,2.9
FE3C5E13E5DB820,0.4,20.0,5.0
9C3D35ECE1909B2,65.06,26.0,4.1
76246FC2D0E33B3,0.4,18.0,5.0
68346C5EFB9350D,70.86,12.0,4.3
5D5D57EE45FE16C,34.51,20.0,5.0
17F86AC653726B1,51.32,18.0,
E2DCA02C90EE383,45.05,45.0,
45D5B68F5280DE3,47.34,50.0,4.4
93D7FB522F599BD,44.45,66.0,4.1
DCF42E4171D9DF6,16.47,15.0,4.3
221E2F7A6A3BE3B,38.82,42.0,
D3EF6947C870872,98.8,29.0,4.2
5DA3A918F2C9AA7,0.4,48.0,5.0
63B2F2A3119B240,0.4,18.0,4.7
0ABE620D75C85CD,60.41,20.0,4.9
6DFD625732B6F60,2.89,5.0,
1B1C69212FA81CD,78.0,15.0,
1D4A5DE8DB6DD25,74.35,93.0,3.4
722DBF7B2461D6B,46.02,65.0,3.0
1486E92CFBC2222,49.19,45.0,4.1
B98E96B86585306,10.24,34.0,3.8
D93EE3D33DD046A,65.72,5.0,4.4
94BF8C696E9AF6C,0.4,69.0,3.6
E67DA5609D6555D,6.87,101.0,5.0
977F00F14A3A04B,72.41,71.0,
64512DA4048C41F,17.93,25.0,2.2
23BDA5E7E851635,0.4,82.0,4.6
29D5F6AF1BC061A,17.34,76.0,2.9
8B0FDFC6F4C125F,0.4,23.0,4.8
3D84AF637CC1F33,38.63,70.0,4.9
866922BFF46E305,23.02,42.0,
C9BFAE1484A71A6,12.7,30.0,4.7
4EA8676FF4D75A0,50.09,22.0,4.7
B897DA5C4F9CBA4,12.27,7.0,2.8
77DBFF13F2133D5,34.18,7.0,3.9
48C29AADA28659F,1.8,12.0,3.2
6541391BACA9A80,9.51,3.0,2.3
38BD586C2FBA33E,12.42,10.0,4.1
3A0337584A0331A,14.97,79.0,3.4
B3150F089F6998B,27.76,104.0,4.5
4B7F356CFA01B64,62.55,4.0,4.5
8E97447007295CB,4.71,3.0,3.9
879DCC76C824E6B,89.56,26.0,5.0
BE5CE1E3164ED6F,7.55,27.0,
156E9DFCE2A0245,5.33,31.0,4.1
2238855C79C4324,6.97,25.0,4.5
412423A47F746D6,75.3,12.0,4.3
A248ABE52047E9E,86.38,14.0,
5E0181B868DBD06,39.1,37.0,
BDFA4DD0AF22141,61.56,122.0,
B9A40FCF07BA45F,77.21,41.0,5.0
42372BA41C26C04,12.69,35.0,4.9
4BFBEE093839AE6,46.92,2.0,
107D86F65B61849,17.27,27.0,3.7
656D6C299649B5A,60.18,19.0,3.8
5866CFB002F9E37,65.22,56.0,4.7
3EA84E55FC8B955,6.36,103.0,4.8
26E1CEDC81B43F9,53.61,50.0,4.8
4FBC4FA257C7C0F,12.2,9.0,4.1
FE4A03558960359,58.36,47.0,4.0
9B9DEC693B3D065,7.04,8.0,4.5
D006E2D11D344E3,26.16,88.0,4.6
F5EB5270142A6D9,56.35,159.0,3.7
052227C523D5CD3,59.09,5.0,3.4
1B25A40058F7C7D,62.8,41.0,
9CBFDFB4046A496,0.4,10.0,5.0
C957EF90FD4DF37,7.46,83.0,1.0
0C7EB00174F7943,6.63,83.0,4.5
FF51BA73277DA00,106.89,19.0,4.9
55B1B19700DA9A1,67.04,13.0,3.6
878F569288EFF4C,5.04,45.0,4.5
6560AC2E6FBB127,13.5,30.0,4.5
576F64E5873224F,24.05,75.0,5.0
AD4FFA28BB512AB,13.72,21.0,4.8
8ECA5F08D664D45,53.6,148.0,5.0
A4534F487964937,23.7,117.0,4.7
E8FC25E63663660,61.59,53.0,4.4
DA9008FD49E1E9E,0.4,20.0,5.0
8AF5E9C89767BDC,68.13,101.0,4.9
AB2481C0FE3E38E,45.64,121.0,4.6
4BD4C332A98C570,1.01,71.0,
EB46C28ECD16467,50.85,15.0,4.9
1BD366398E7656B,65.54,7.0,5.0
3C55194DFA70A0A,75.51,6.0,
09324A408EF2EED,40.71,22.0,3.7
003A6C0CE544515,71.2,76.0,3.4
244E570B852EA2F,58.57,37.0,4.1
946D5E7B8EB12F6,63.07,37.0,4.3
1AA864C5392F47E,0.4,12.0,4.3
5788E2E673E19A5,48.26,8.0,3.5
190DC8795A14887,32.62,15.0,4.1
DEDBC7ACB3702D5,56.53,66.0,4.4
6B4EBF50A3FE9C2,62.06,8.0,4.4
D3AE760B3C85E7D,49.06,7.0,
A01067F8DC05F13,41.54,40.0,5.0
1F824ECF02585AF,70.41,29.0,4.4
46FDA03C502F97B,51.36,25.0,4.3
281B048847F96A9,37.47,16.0,4.6
2A5471FB4DE198F,7.14,269.0,3.9
2B04DC44EEE2DA5,22.47,50.0,
2FC92262B6D507E,7.04,38.0,4.7
E3E8DB167FE3CE4,5.27,79.0,4.6
F3A035054C14356,3.78,,3.8
663EDAEE07DDB2E,4.37,12.0,5.0
2391617C6FABB1A,60.29,158.0,4.3
CE59296298DD549,18.49,16.0,
B3452FEB326210C,85.91,3.0,4.0
9A9F703A2CE5BE3,58.73,4.0,4.5
ACCD8BF8CEB7FD1,74.13,303.0,
34B9BE4FD77FF02,3.04,68.0,5.0
BAC878B5C87F217,21.23,38.0,
D219CE3C024B93B,58.96,10.0,5.0
F1541FE8192F432,49.64,53.0,4.8
A9F8F75D202D361,36.56,8.0,5.0
DCFE804CEB9C06F,63.33,11.0,4.4
34EE25B04D6157A,2.04,9.0,
C7E10FC69801188,53.71,112.0,2.3
C54E1907434FE81,6.16,70.0,
C19E04A23AFEF49,16.9,108.0,1.5
6B11D9F16F3A139,60.77,18.0,5.0
76EDF7C87008F28,84.5,59.0,4.9
22795E3361E66CA,52.1,22.0,4.5
971BC8E64FDB618,30.4,133.0,2.7
819C100E5D8B1D1,58.67,12.0,5.0
4177CE8BFB9D065,73.12,4.0,3.6
F2B8FBBBEF23DB4,4.96,93.0,4.4
8463C4E8B3F7B3C,71.32,39.0,4.3
EE52B684FCB13E5,9.06,23.0,4.9
325D30AFEA40810,21.2,27.0,4.3
426BCA6DCAF4676,42.68,32.0,4.4
E7DFC9884F0DA46,40.11,39.0,4.2
2AA29F14C171A4D,1.38,64.0,4.3
23CFB7CBB4993DC,21.0,25.0,4.5
10F75A3DE1CC3A8,63.07,72.0,3.6
EEBDF0D1A3F292B,13.03,24.0,4.5
51EA296D735047D,7.19,78.0,3.6
C767E482C78D2B5,20.3,11.0,3.4
11F464BD8134D6F,49.45,18.0,4.4
695408B79A7446A,42.72,,
9E64CB1D8767A6D,0.4,36.0,4.0
4CDE1CD357B2E6D,53.32,4.0,
0A3DBE9BECC9684,92.2,13.0,5.0
0CD6F0F3196BDFD,23.39,63.0,
EF68D706AC88DCB,30.48,38.0,3.6
4172B1585D79821,76.11,5.0,4.2
84E04C446A60BB5,3.03,17.0,
270DB2ACF12AF55,8.15,45.0,5.0
AA6B8C06372DB1F,75.53,16.0,
C3D6351E196C4AF,5.82,9.0,4.1
74E3DED2865D9A4,3.92,25.0,5.0
09D9D6A4BCC754B,0.4,31.0,3.1
